user_id,event_time,unique_session_Id,device,gender,event_type
7c76bfe6-b98f-43d4-950f-f2cb027beb4c,10/9/19 5:03,f4630ffd-ea02-439d-aacc-cc9e8f50c0e6,smartphone (Android),female,landing_page
39ffa0ee-7540-49c7-b71f-8fd92028846c,10/11/19 8:23,be461571-d66a-4421-b2eb-49556a9f3172,tablet,female,landing_page
39ffa0ee-7540-49c7-b71f-8fd92028846c,10/11/19 8:23,be461571-d66a-4421-b2eb-49556a9f3172,tablet,female,play_random_song
39ffa0ee-7540-49c7-b71f-8fd92028846c,10/8/19 17:22,7ab446c2-0de2-41b3-9b2b-17e02d36554e,desktop,female,landing_page
39ffa0ee-7540-49c7-b71f-8fd92028846c,10/8/19 17:22,7ab446c2-0de2-41b3-9b2b-17e02d36554e,desktop,female,play_random_song
39ffa0ee-7540-49c7-b71f-8fd92028846c,10/8/19 17:23,7ab446c2-0de2-41b3-9b2b-17e02d36554e,desktop,female,play_requested_song
39ffa0ee-7540-49c7-b71f-8fd92028846c,10/8/19 15:23,b99a4400-6448-4e1b-9a4a-7772e802eff5,tablet,female,landing_page
39ffa0ee-7540-49c7-b71f-8fd92028846c,10/8/19 8:25,ef0b67a6-c20f-4035-867e-39441501e748,desktop,female,landing_page
dbbbeebd-9379-4a6e-860a-6591590e4b8f,10/8/19 23:21,0ad7caf1-2a15-4528-8aa5-e13dd0bb75a2,desktop,female,landing_page
dbbbeebd-9379-4a6e-860a-6591590e4b8f,10/11/19 8:42,39ebaedd-7af3-4a69-914f-08f9978d507f,desktop,female,landing_page
f712c399-6419-41d0-8145-f4aac2b8354c,10/7/19 13:03,68c805d5-0061-4a75-be4a-199613060683,desktop,female,landing_page
f712c399-6419-41d0-8145-f4aac2b8354c,10/7/19 13:04,68c805d5-0061-4a75-be4a-199613060683,desktop,female,play_random_song
f712c399-6419-41d0-8145-f4aac2b8354c,10/7/19 13:04,68c805d5-0061-4a75-be4a-199613060683,desktop,female,play_requested_song
f712c399-6419-41d0-8145-f4aac2b8354c,10/10/19 23:14,e5a58a4e-bc3a-496d-8672-1fcfc436a6bc,desktop,female,landing_page
f712c399-6419-41d0-8145-f4aac2b8354c,10/10/19 23:14,e5a58a4e-bc3a-496d-8672-1fcfc436a6bc,desktop,female,play_random_song
f712c399-6419-41d0-8145-f4aac2b8354c,10/6/19 16:26,f9d9821b-c24a-4da8-b167-d31f4e7eff3f,desktop,female,landing_page
ca2f76c9-bfc2-4996-8a12-a6ea47ffa139,10/8/19 15:45,c81deb04-9fd7-4ae9-b7d6-cd6915b57c6a,smartphone (Android),male,landing_page
ca2f76c9-bfc2-4996-8a12-a6ea47ffa139,10/6/19 5:56,9820c44a-7ac7-4799-81f7-bb8464eac62a,smartphone (Android),male,landing_page
f393cd84-9555-4a34-8809-ddb44157a078,10/7/19 14:25,9f7bf6d4-6dab-4529-9225-4dc46280aa2f,smartphone (iOS),female,landing_page
f393cd84-9555-4a34-8809-ddb44157a078,10/7/19 21:02,86d47dea-bfbe-487c-9af3-1fe7088c022c,smartphone (Android),female,landing_page
f393cd84-9555-4a34-8809-ddb44157a078,10/10/19 21:11,32cc3ce8-1885-4696-ad0c-2a68feb87d39,smartphone (Android),female,landing_page
f393cd84-9555-4a34-8809-ddb44157a078,10/10/19 21:12,32cc3ce8-1885-4696-ad0c-2a68feb87d39,smartphone (Android),female,play_random_song
f393cd84-9555-4a34-8809-ddb44157a078,10/10/19 21:13,32cc3ce8-1885-4696-ad0c-2a68feb87d39,smartphone (Android),female,play_requested_song
f74d0be4-2c75-4fc2-aaaa-3f25dac5a7b9,10/6/19 2:45,2d346aeb-4f4f-4119-a6a4-b0f3a149a3fc,smartphone (Android),female,landing_page
d71e2260-94e4-43c9-9b7e-a2e813c8665a,10/6/19 23:34,b481deca-a17c-44d0-a556-72391a6d8348,tablet,female,landing_page
d71e2260-94e4-43c9-9b7e-a2e813c8665a,10/6/19 23:35,b481deca-a17c-44d0-a556-72391a6d8348,tablet,female,play_random_song
4d373481-722e-42a9-9ecf-25ecf3cad2e9,10/8/19 0:54,d7ba83a2-be3b-4925-bdc5-81d580720d67,tablet,female,landing_page
4d373481-722e-42a9-9ecf-25ecf3cad2e9,10/8/19 0:55,d7ba83a2-be3b-4925-bdc5-81d580720d67,tablet,female,play_random_song
4d373481-722e-42a9-9ecf-25ecf3cad2e9,10/8/19 0:56,d7ba83a2-be3b-4925-bdc5-81d580720d67,tablet,female,play_requested_song
4d373481-722e-42a9-9ecf-25ecf3cad2e9,10/8/19 9:06,2c81290b-9963-4838-90a9-24da872996eb,tablet,female,landing_page
4d373481-722e-42a9-9ecf-25ecf3cad2e9,10/8/19 9:06,2c81290b-9963-4838-90a9-24da872996eb,tablet,female,play_random_song
4d373481-722e-42a9-9ecf-25ecf3cad2e9,10/8/19 9:07,2c81290b-9963-4838-90a9-24da872996eb,tablet,female,play_requested_song
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/6/19 18:08,867bfe98-4adf-47cc-a332-71d6da50d88d,smartphone (Android),female,landing_page
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/6/19 18:09,867bfe98-4adf-47cc-a332-71d6da50d88d,smartphone (Android),female,play_random_song
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/8/19 10:35,924d1b08-6bf3-479b-8425-ad14ccd5ea11,smartphone (Android),female,landing_page
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/5/19 13:59,aa86e640-da5a-4ee9-a94f-c9da17787696,smartphone (iOS),female,landing_page
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/5/19 13:59,aa86e640-da5a-4ee9-a94f-c9da17787696,smartphone (iOS),female,play_random_song
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/5/19 13:59,aa86e640-da5a-4ee9-a94f-c9da17787696,smartphone (iOS),female,play_requested_song
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/7/19 7:01,62c3baa6-5a54-4de3-9db0-1e00b7366d5f,smartphone (Android),female,landing_page
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/7/19 7:03,62c3baa6-5a54-4de3-9db0-1e00b7366d5f,smartphone (Android),female,play_random_song
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/7/19 7:04,62c3baa6-5a54-4de3-9db0-1e00b7366d5f,smartphone (Android),female,play_requested_song
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/9/19 21:04,a3f09efb-0d5b-4b82-a864-d8459470811c,smartphone (Android),female,landing_page
6e701b80-1fb0-4347-b33f-1d9494e912ee,10/9/19 21:06,a3f09efb-0d5b-4b82-a864-d8459470811c,smartphone (Android),female,play_random_song
49d54546-55bd-4ee3-b750-3d90a0ca2f37,10/9/19 2:55,ee496c06-a4f2-4b4a-91f7-ae3c0b078c18,desktop,female,landing_page
49d54546-55bd-4ee3-b750-3d90a0ca2f37,10/12/19 5:36,e095808d-e9e9-4cbe-913d-d31326bd27ca,desktop,female,landing_page
024620e5-9a7c-416b-9af4-e6fc3dffe170,10/12/19 5:03,dfab667e-4fd0-4660-bb0e-ee9038597d5d,smartphone (iOS),male,landing_page
024620e5-9a7c-416b-9af4-e6fc3dffe170,10/7/19 7:23,b1aaf9d1-c618-4612-8497-925ebe4e74f2,smartphone (iOS),male,landing_page
024620e5-9a7c-416b-9af4-e6fc3dffe170,10/7/19 7:23,b1aaf9d1-c618-4612-8497-925ebe4e74f2,smartphone (iOS),male,play_random_song
024620e5-9a7c-416b-9af4-e6fc3dffe170,10/7/19 7:25,b1aaf9d1-c618-4612-8497-925ebe4e74f2,smartphone (iOS),male,play_requested_song
aa36fbf4-ce46-47f5-8937-9531b88b5872,10/10/19 17:46,0af36279-299c-4035-a2e9-af77e5b12980,tablet,male,landing_page
aa36fbf4-ce46-47f5-8937-9531b88b5872,10/10/19 17:47,0af36279-299c-4035-a2e9-af77e5b12980,tablet,male,play_random_song
aa36fbf4-ce46-47f5-8937-9531b88b5872,10/10/19 17:50,0af36279-299c-4035-a2e9-af77e5b12980,tablet,male,play_requested_song
aa36fbf4-ce46-47f5-8937-9531b88b5872,10/9/19 16:46,b3e8a3f7-e3e4-4373-8019-1b1d19010c97,desktop,male,landing_page
aa36fbf4-ce46-47f5-8937-9531b88b5872,10/9/19 16:47,b3e8a3f7-e3e4-4373-8019-1b1d19010c97,desktop,male,play_random_song
aa36fbf4-ce46-47f5-8937-9531b88b5872,10/9/19 16:48,b3e8a3f7-e3e4-4373-8019-1b1d19010c97,desktop,male,play_requested_song
ebb1b302-1cd8-4e43-bd50-7771f8a3240e,10/7/19 11:40,baf11128-9561-4a38-a2a9-d01793dae039,smartphone (Android),female,landing_page
ebb1b302-1cd8-4e43-bd50-7771f8a3240e,10/7/19 11:40,baf11128-9561-4a38-a2a9-d01793dae039,smartphone (Android),female,play_random_song
ebb1b302-1cd8-4e43-bd50-7771f8a3240e,10/7/19 11:41,baf11128-9561-4a38-a2a9-d01793dae039,smartphone (Android),female,play_requested_song
ebb1b302-1cd8-4e43-bd50-7771f8a3240e,10/6/19 23:42,e0a417eb-d193-4467-9af2-8213d8fe9775,smartphone (iOS),female,landing_page
ebb1b302-1cd8-4e43-bd50-7771f8a3240e,10/6/19 22:06,59597c5c-2458-4065-8be0-1aaab3c030a7,smartphone (iOS),female,landing_page
ebb1b302-1cd8-4e43-bd50-7771f8a3240e,10/6/19 22:08,59597c5c-2458-4065-8be0-1aaab3c030a7,smartphone (iOS),female,play_random_song
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/6/19 7:39,45f43dce-434d-46c3-9d84-026a491c88b9,desktop,female,landing_page
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/6/19 7:39,45f43dce-434d-46c3-9d84-026a491c88b9,desktop,female,play_random_song
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/6/19 7:39,45f43dce-434d-46c3-9d84-026a491c88b9,desktop,female,play_requested_song
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/11/19 4:49,79459a32-7d12-4f46-904b-30330b0d9284,desktop,female,landing_page
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/10/19 16:14,46b09c7a-71aa-4e0f-9494-bafbb042b233,desktop,female,landing_page
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/10/19 16:14,46b09c7a-71aa-4e0f-9494-bafbb042b233,desktop,female,play_random_song
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/5/19 16:41,1c5e7cec-c063-4dfb-bf3b-b74d9cacd6f2,desktop,female,landing_page
ae4befdd-2d48-4594-bd71-ae653def9c5c,10/8/19 21:35,83836569-2c93-4bae-a27d-09d8d131538d,desktop,female,landing_page
c0a3dbd7-ffc6-471e-adbc-3f0bb3ac401e,10/11/19 14:48,24c8be69-e2a2-4240-b2fb-fd75d2dcb582,smartphone (iOS),female,landing_page
c0a3dbd7-ffc6-471e-adbc-3f0bb3ac401e,10/11/19 21:36,4e033098-bdb5-4288-a1e7-eac026050094,smartphone (Android),female,landing_page
c0a3dbd7-ffc6-471e-adbc-3f0bb3ac401e,10/11/19 21:36,4e033098-bdb5-4288-a1e7-eac026050094,smartphone (Android),female,play_random_song
c0a3dbd7-ffc6-471e-adbc-3f0bb3ac401e,10/11/19 21:38,4e033098-bdb5-4288-a1e7-eac026050094,smartphone (Android),female,play_requested_song
c0a3dbd7-ffc6-471e-adbc-3f0bb3ac401e,10/7/19 20:31,86d95c7a-418c-42e4-8cd0-76c6c913bfd8,smartphone (Android),female,landing_page
c0a3dbd7-ffc6-471e-adbc-3f0bb3ac401e,10/12/19 9:10,f8e2b279-6be8-4791-8acc-ed89f189ec06,smartphone (iOS),female,landing_page
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/7/19 15:46,81c68213-00c7-43dd-839e-17f0668f2f85,smartphone (iOS),female,landing_page
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/7/19 15:47,81c68213-00c7-43dd-839e-17f0668f2f85,smartphone (iOS),female,play_random_song
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/7/19 15:48,81c68213-00c7-43dd-839e-17f0668f2f85,smartphone (iOS),female,play_requested_song
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/7/19 19:40,fa69190b-20f0-4268-afd9-44bc3fa493f4,smartphone (iOS),female,landing_page
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/11/19 23:33,0effccb9-5701-4f55-b73b-1e59da5b3865,smartphone (Android),female,landing_page
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/11/19 23:34,0effccb9-5701-4f55-b73b-1e59da5b3865,smartphone (Android),female,play_random_song
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/11/19 23:36,0effccb9-5701-4f55-b73b-1e59da5b3865,smartphone (Android),female,play_requested_song
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/5/19 13:49,32bab54f-599f-44c9-853f-0eceb8a2e934,smartphone (iOS),female,landing_page
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/5/19 13:50,32bab54f-599f-44c9-853f-0eceb8a2e934,smartphone (iOS),female,play_random_song
2b0125cd-c7c1-4c4e-9134-806a4e9cc72a,10/5/19 13:52,32bab54f-599f-44c9-853f-0eceb8a2e934,smartphone (iOS),female,play_requested_song
fec778d9-2f5e-49f4-906e-330ddca8686a,10/11/19 22:15,e251bb3f-d3e3-46f4-a7e8-40be5495fd90,tablet,female,landing_page
fec778d9-2f5e-49f4-906e-330ddca8686a,10/11/19 22:17,e251bb3f-d3e3-46f4-a7e8-40be5495fd90,tablet,female,play_random_song
fec778d9-2f5e-49f4-906e-330ddca8686a,10/11/19 22:19,e251bb3f-d3e3-46f4-a7e8-40be5495fd90,tablet,female,play_requested_song
a4005985-bcd2-4c5e-b7a7-5f84c91333a4,10/7/19 12:31,45ef4024-95aa-4850-add0-48f4b6827efa,tablet,male,landing_page
a4005985-bcd2-4c5e-b7a7-5f84c91333a4,10/12/19 1:56,da1c65f1-b9ae-46de-8630-ac808d5e878a,tablet,male,landing_page
a4005985-bcd2-4c5e-b7a7-5f84c91333a4,10/12/19 1:57,da1c65f1-b9ae-46de-8630-ac808d5e878a,tablet,male,play_random_song
a4005985-bcd2-4c5e-b7a7-5f84c91333a4,10/12/19 1:58,da1c65f1-b9ae-46de-8630-ac808d5e878a,tablet,male,play_requested_song
a4005985-bcd2-4c5e-b7a7-5f84c91333a4,10/8/19 1:45,e148b02c-7c9b-45a0-8b09-b543a19442ea,desktop,male,landing_page
a4005985-bcd2-4c5e-b7a7-5f84c91333a4,10/8/19 1:45,e148b02c-7c9b-45a0-8b09-b543a19442ea,desktop,male,play_random_song
ced5834e-9d2b-4888-ae3a-1e7eb883b4da,10/7/19 22:56,3f1ed1c4-94cb-4444-ae7d-cdf4a7dc83c7,smartphone (iOS),female,landing_page
ced5834e-9d2b-4888-ae3a-1e7eb883b4da,10/8/19 9:53,50b58f3a-c26b-474a-bb65-bd6576502f03,smartphone (iOS),female,landing_page
ced5834e-9d2b-4888-ae3a-1e7eb883b4da,10/8/19 9:54,50b58f3a-c26b-474a-bb65-bd6576502f03,smartphone (iOS),female,play_random_song
ced5834e-9d2b-4888-ae3a-1e7eb883b4da,10/8/19 9:56,50b58f3a-c26b-474a-bb65-bd6576502f03,smartphone (iOS),female,play_requested_song
ced5834e-9d2b-4888-ae3a-1e7eb883b4da,10/11/19 19:32,97987145-ea32-4577-b6b4-e3cc0e44591d,smartphone (Android),female,landing_page
85bec8bb-320b-4727-804e-dd7ecee26178,10/7/19 12:41,75f8a38c-e7ca-4e4e-b145-17caff7cbda1,smartphone (Android),female,landing_page
85bec8bb-320b-4727-804e-dd7ecee26178,10/7/19 12:42,75f8a38c-e7ca-4e4e-b145-17caff7cbda1,smartphone (Android),female,play_random_song
85bec8bb-320b-4727-804e-dd7ecee26178,10/8/19 15:25,f7ccbaad-a1f2-4494-9de6-8cd6f6ff165a,smartphone (iOS),female,landing_page
85bec8bb-320b-4727-804e-dd7ecee26178,10/8/19 15:28,f7ccbaad-a1f2-4494-9de6-8cd6f6ff165a,smartphone (iOS),female,play_random_song
85bec8bb-320b-4727-804e-dd7ecee26178,10/11/19 22:44,51e418d1-147a-42a0-8545-82000bffad26,smartphone (iOS),female,landing_page
85bec8bb-320b-4727-804e-dd7ecee26178,10/11/19 8:59,d910b34c-9221-4272-af18-8c65179d8446,smartphone (iOS),female,landing_page
8d911bfe-25c0-4afb-a811-ba634160aab8,10/10/19 22:31,187f2f76-00e1-4dde-8310-1eb01adf35de,tablet,female,landing_page
8d911bfe-25c0-4afb-a811-ba634160aab8,10/10/19 22:31,187f2f76-00e1-4dde-8310-1eb01adf35de,tablet,female,play_random_song
8d911bfe-25c0-4afb-a811-ba634160aab8,10/10/19 22:32,187f2f76-00e1-4dde-8310-1eb01adf35de,tablet,female,play_requested_song
8d911bfe-25c0-4afb-a811-ba634160aab8,10/11/19 10:10,c8403d64-b0aa-4232-9a9a-bee2834545a7,desktop,female,landing_page
8d911bfe-25c0-4afb-a811-ba634160aab8,10/12/19 1:36,3d2c2dab-4c5a-4720-836f-355e7956d8eb,tablet,female,landing_page
8d911bfe-25c0-4afb-a811-ba634160aab8,10/8/19 4:19,35dfc53d-0193-4956-8fce-b8ef5e21e0a6,tablet,female,landing_page
8a9ed82c-40f6-441a-a8ec-30d451fff2eb,10/11/19 15:24,35e2927a-ed90-42fb-bb69-2a577d625d74,tablet,female,landing_page
8a9ed82c-40f6-441a-a8ec-30d451fff2eb,10/11/19 15:25,35e2927a-ed90-42fb-bb69-2a577d625d74,tablet,female,play_random_song
8a9ed82c-40f6-441a-a8ec-30d451fff2eb,10/12/19 9:52,9a86151a-0763-4ecc-9d0c-b737b7a1d7c3,desktop,female,landing_page
8a9ed82c-40f6-441a-a8ec-30d451fff2eb,10/6/19 16:10,6a22221a-ff70-4ff9-8d06-be7bd0264e8e,desktop,female,landing_page
8a9ed82c-40f6-441a-a8ec-30d451fff2eb,10/6/19 16:11,6a22221a-ff70-4ff9-8d06-be7bd0264e8e,desktop,female,play_random_song
8a9ed82c-40f6-441a-a8ec-30d451fff2eb,10/6/19 16:13,6a22221a-ff70-4ff9-8d06-be7bd0264e8e,desktop,female,play_requested_song
8a9ed82c-40f6-441a-a8ec-30d451fff2eb,10/12/19 7:03,b162edb2-55d1-4825-bf86-8cdf366452e1,desktop,female,landing_page
a304f146-0dc3-400f-914a-5101a8d8b6c5,10/9/19 1:08,eb9d3fd2-9682-485c-8e2b-1a7052eddc84,tablet,female,landing_page
a304f146-0dc3-400f-914a-5101a8d8b6c5,10/12/19 0:34,f39e0b2a-f196-4406-a386-de28d4f63553,desktop,female,landing_page
a304f146-0dc3-400f-914a-5101a8d8b6c5,10/12/19 0:34,f39e0b2a-f196-4406-a386-de28d4f63553,desktop,female,play_random_song
a304f146-0dc3-400f-914a-5101a8d8b6c5,10/8/19 2:36,62f9fc92-132b-4558-8e94-e0abcc2a456f,tablet,female,landing_page
a64fc7b5-96d7-4d37-ba61-18d486dc3847,10/11/19 22:45,5473ccdf-e629-4488-9942-614e0989ebf1,smartphone (Android),female,landing_page
a64fc7b5-96d7-4d37-ba61-18d486dc3847,10/11/19 22:46,5473ccdf-e629-4488-9942-614e0989ebf1,smartphone (Android),female,play_random_song
a64fc7b5-96d7-4d37-ba61-18d486dc3847,10/11/19 22:46,5473ccdf-e629-4488-9942-614e0989ebf1,smartphone (Android),female,play_requested_song
a64fc7b5-96d7-4d37-ba61-18d486dc3847,10/10/19 15:03,af18ca00-1399-4b4f-85ef-eba523e79d59,smartphone (iOS),female,landing_page
a64fc7b5-96d7-4d37-ba61-18d486dc3847,10/10/19 15:04,af18ca00-1399-4b4f-85ef-eba523e79d59,smartphone (iOS),female,play_random_song
a64fc7b5-96d7-4d37-ba61-18d486dc3847,10/10/19 15:04,af18ca00-1399-4b4f-85ef-eba523e79d59,smartphone (iOS),female,play_requested_song
3ed1f638-8b33-4de6-bf3c-f2162851e43f,10/6/19 15:42,9b5f6d2f-25fd-43f1-9a0e-42a5396bf7e7,desktop,female,landing_page
3ed1f638-8b33-4de6-bf3c-f2162851e43f,10/7/19 7:24,55515278-c9dc-496d-a4f3-b580958037a2,tablet,female,landing_page
3ed1f638-8b33-4de6-bf3c-f2162851e43f,10/11/19 23:48,4f56ef67-c85d-4f03-9a7b-3ecfa6322bcd,tablet,female,landing_page
3ed1f638-8b33-4de6-bf3c-f2162851e43f,10/11/19 23:49,4f56ef67-c85d-4f03-9a7b-3ecfa6322bcd,tablet,female,play_random_song
3ed1f638-8b33-4de6-bf3c-f2162851e43f,10/11/19 13:02,162ce03f-4b00-441b-8fec-5c712a6789ea,tablet,female,landing_page
3ed1f638-8b33-4de6-bf3c-f2162851e43f,10/8/19 6:56,c723ec5c-cf4a-4893-888f-5b1f4a7cea31,desktop,female,landing_page
7b9eafd2-5a51-42e3-ba4f-a7c1617cfa32,10/10/19 22:23,83d32041-1ff0-41b0-9bfb-179de6939552,desktop,female,landing_page
7b9eafd2-5a51-42e3-ba4f-a7c1617cfa32,10/7/19 0:17,f57c3df9-e70f-4b86-ae11-1ea977ec638e,tablet,female,landing_page
7b9eafd2-5a51-42e3-ba4f-a7c1617cfa32,10/7/19 0:17,f57c3df9-e70f-4b86-ae11-1ea977ec638e,tablet,female,play_random_song
7b9eafd2-5a51-42e3-ba4f-a7c1617cfa32,10/7/19 0:19,f57c3df9-e70f-4b86-ae11-1ea977ec638e,tablet,female,play_requested_song
7b9eafd2-5a51-42e3-ba4f-a7c1617cfa32,10/6/19 4:51,e2450af1-e283-455d-9acc-32f3852b9d5d,desktop,female,landing_page
7b9eafd2-5a51-42e3-ba4f-a7c1617cfa32,10/6/19 1:43,4812164d-5e37-4ab1-8b74-0c591af3e466,tablet,female,landing_page
7b9eafd2-5a51-42e3-ba4f-a7c1617cfa32,10/11/19 12:24,e7d6ddf2-091c-4610-b933-9fb7b56d8df0,desktop,female,landing_page
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/5/19 16:56,cba91f6c-a6ef-433f-aa9f-0656aec750c2,desktop,female,landing_page
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/5/19 23:03,4838f385-85ac-4bb4-8124-ce3305fb646d,tablet,female,landing_page
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/7/19 5:00,0faa9eb4-83f5-4372-96e0-4347a7bc3a3a,desktop,female,landing_page
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/7/19 5:01,0faa9eb4-83f5-4372-96e0-4347a7bc3a3a,desktop,female,play_random_song
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/7/19 5:03,0faa9eb4-83f5-4372-96e0-4347a7bc3a3a,desktop,female,play_requested_song
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/9/19 22:02,9ef5128d-e952-4d76-9f93-2a98a38df90a,tablet,female,landing_page
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/7/19 23:47,cca4be47-6813-4b6d-820f-63e015936bfc,tablet,female,landing_page
15a4c976-d9c3-48f4-9f68-a08bafdee9d6,10/7/19 23:47,cca4be47-6813-4b6d-820f-63e015936bfc,tablet,female,play_random_song
73086a71-d946-4795-b396-c1469bd5a1f9,10/5/19 14:41,939fe7ea-1988-4a02-94c0-e352b773047a,desktop,female,landing_page
73086a71-d946-4795-b396-c1469bd5a1f9,10/9/19 14:31,6e2e2efd-cd95-4913-bd74-db90f7851cda,tablet,female,landing_page
73086a71-d946-4795-b396-c1469bd5a1f9,10/9/19 14:33,6e2e2efd-cd95-4913-bd74-db90f7851cda,tablet,female,play_random_song
73086a71-d946-4795-b396-c1469bd5a1f9,10/9/19 14:34,6e2e2efd-cd95-4913-bd74-db90f7851cda,tablet,female,play_requested_song
3f19e0eb-db45-4fc1-a377-b14a6817118e,10/6/19 18:02,c2e61c00-c3d4-4371-8447-1fd7b04a69ed,tablet,female,landing_page
3f19e0eb-db45-4fc1-a377-b14a6817118e,10/6/19 18:02,c2e61c00-c3d4-4371-8447-1fd7b04a69ed,tablet,female,play_random_song
3f19e0eb-db45-4fc1-a377-b14a6817118e,10/8/19 1:31,909bd630-ed83-4a84-8ac9-7fae1ec73572,tablet,female,landing_page
3f19e0eb-db45-4fc1-a377-b14a6817118e,10/12/19 7:37,bcd42676-b20f-411a-9358-4637849ab6bb,desktop,female,landing_page
3f19e0eb-db45-4fc1-a377-b14a6817118e,10/11/19 2:13,24bcb4f0-ead5-4d13-84be-86bf4476798e,desktop,female,landing_page
